PdId,IncidntNum,Incident Code,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,location,SF Find Neighborhoods 2 2,Current Police Districts 2 2,Current Supervisor Districts 2 2,Analysis Neighborhoods 2 2,DELETE - Fire Prevention Districts 2 2,DELETE - Police Districts 2 2,DELETE - Supervisor Districts 2 2,DELETE - Zip Codes 2 2,DELETE - Neighborhoods 2 2,DELETE - 2017 Fix It Zones 2 2,Civic Center Harm Reduction Project Boundary 2 2,Fix It Zones as of 2017-11-06  2 2,DELETE - HSOC Zones 2 2,Fix It Zones as of 2018-02-07 2 2,"CBD, BID and GBD Boundaries as of 2017 2 2","Areas of Vulnerability, 2016 2 2",Central Market/Tenderloin Boundary 2 2,Central Market/Tenderloin Boundary Polygon - Updated 2 2,HSOC Zones as of 2018-06-05 2 2,OWED Public Spaces 2 2,Neighborhoods 2
17003179519050,170031795,19050,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Thursday,01/12/2017,17:30,TARAVAL,,300 Block of SERRANO DR,-122.48045074945877,37.71901186767855,POINT (-122.48045074945877 37.71901186767856),42,10,8,16,1,8,4,64,14,,,,,,,2,,,,,42
17001676971010,170016769,71010,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,01/05/2017,18:00,BAYVIEW,,1300 Block of THOMAS AV,-122.38667457883558,37.72772896388117,POINT (-122.38667457883558 37.72772896388117),86,2,9,1,10,3,8,58,1,,,,,,,2,,,,,86
16062896065016,160628960,65016,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,08/04/2016,17:13,BAYVIEW,"ARREST, BOOKED",BAY SHORE BL / CARROLL AV,-122.40340299859203,37.73065882668498,POINT (-122.40340299859203 37.73065882668498),91,2,9,25,10,3,8,58,28,,,,,,,2,,,,,91
16041999119010,160419991,19010,DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Monday,05/23/2016,09:58,MISSION,"ARREST, BOOKED",100 Block of FLORIDA ST,-122.41171052602783,37.767473359081876,POINT (-122.41171052602783 37.767473359081876),53,3,2,20,8,4,7,28853,19,,,,3,,,2,,,3,,53
16062407115161,160624071,15161,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Tuesday,08/02/2016,23:15,NORTHERN,"ARREST, BOOKED",EDDY ST / LAGUNA ST,-122.4274002634189,37.78205654758135,POINT (-122.4274002634189 37.78205654758135),97,4,11,39,7,9,11,28852,41,,,,,,,2,,,,,97
17001900863010,170019008,63010,WARRANTS,WARRANT ARREST,Saturday,01/07/2017,18:20,BAYVIEW,"ARREST, BOOKED",0 Block of GILROY ST,-122.3888667144925,37.71644767939231,POINT (-122.3888667144925 37.71644767939231),88,2,9,1,10,3,8,58,1,,,,,,,1,,,,,88
17613162606244,176131626,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,05/22/2017,04:30,MISSION,,4200 Block of 22ND ST,-122.44039782737148,37.75418804943616,POINT (-122.44039782737148 37.75418804943616),115,3,5,22,2,4,5,28862,22,,,,,,,1,,,,,115
16100701063010,161007010,63010,WARRANTS,WARRANT ARREST,Monday,12/12/2016,09:20,TENDERLOIN,"ARREST, BOOKED",200 Block of GOLDEN GATE AV,-122.41426339037218,37.781756984796836,POINT (-122.41426339037218 37.781756984796836),21,5,10,36,7,10,9,28852,36,17,1,18,1,18,6,2,1,1,1,,21
18015802265016,180158022,65016,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,02/28/2018,14:05,BAYVIEW,"ARREST, BOOKED",MANSELL ST / BOWDOIN ST,-122.40797848523565,37.719737181509956,POINT (-122.40797848523565 37.719737181509956),91,2,9,19,10,3,8,309,18,,,,,,,2,,,,,91
17068457605062,170684576,05062,BURGLARY,"BURGLARY OF WAREHOUSE, ATTEMPTED FORCIBLE ENTRY",Tuesday,08/22/2017,02:53,BAYVIEW,,1000 Block of TENNESSEE ST,-122.38929689255788,37.75915140709127,POINT (-122.38929689255788 37.75915140709127),55,2,9,26,10,3,8,28856,29,20,,22,,22,14,1,,,,,55
16096041106244,160960411,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,11/25/2016,17:30,NORTHERN,,1500 Block of GEARY BL,-122.42962925889051,37.78489666819241,POINT (-122.42962925889051 37.78489666819241),101,4,11,15,13,9,11,29490,13,8,,9,,9,11,2,,,,,101
16071284264070,160712842,64070,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,08/30/2016,11:00,BAYVIEW,,100 Block of MENDELL ST,-122.3835586934942,37.743157329777596,POINT (-122.3835586934942 37.743157329777596),76,2,9,1,10,3,8,58,1,,,,,,,1,,,,,76
16087277506244,160872775,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,10/26/2016,15:00,RICHMOND,,3700 Block of GEARY BL,-122.45943946203464,37.781114010102996,POINT (-122.45943946203464 37.781114010102996),5,8,4,11,11,6,2,54,11,,,,,,,1,,,,,5
16099583804013,160995838,04013,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,12/08/2016,00:01,MISSION,,16TH ST / MISSION ST,-122.41967178029562,37.76505012146682,POINT (-122.41967178029562 37.76505012146682),53,3,2,20,8,4,7,28859,19,12,,14,3,14,,2,,,3,50,53
16015135365010,160151353,65010,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,02/20/2016,18:45,INGLESIDE,"ARREST, BOOKED",30TH ST / MISSION ST,-122.42197091902916,37.74237522452553,POINT (-122.42197091902916 37.74237522452553),83,9,2,2,2,7,7,28859,2,,,,,,,1,,,,,83
16091168006304,160911680,06304,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,11/08/2016,14:30,NORTHERN,,1200 Block of VANNESS AV,-122.42144195608594,37.78685164710868,POINT (-122.42144195608594 37.78685164710868),50,4,3,21,13,9,10,28858,21,,,,,,10,2,,,,,50
17079604662050,170796046,62050,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,09/29/2017,15:03,INGLESIDE,"ARREST, BOOKED",0 Block of PHELAN AV,-122.45228966049211,37.725693357570286,POINT (-122.45228966049211 37.725693357570286),95,9,8,41,9,7,4,28861,40,,,,,,13,1,,,,,95
17605007606374,176050076,06374,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,02/09/2017,09:00,TENDERLOIN,,400 Block of HYDE ST,-122.41609919395316,37.784930026286936,POINT (-122.41609919395316 37.784930026286936),20,5,10,36,7,10,9,28858,36,,,,,,6,2,1,1,,,20
18020135868020,180201358,68020,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,03/16/2018,19:52,SOUTHERN,,500 Block of 5TH ST,-122.39998111124002,37.77762423892872,POINT (-122.39998111124002 37.77762423892872),32,1,10,34,6,2,9,28856,34,,,,,,,2,,,,,32
16067326604134,160673266,04134,ASSAULT,BATTERY,Saturday,08/20/2016,12:50,TENDERLOIN,"ARREST, BOOKED",0 Block of TURK ST,-122.40985372994119,37.783386237938174,POINT (-122.40985372994119 37.783386237938174),20,5,10,36,14,10,9,28852,36,17,1,18,,18,6,2,1,1,,,20
16092976864085,160929768,64085,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Tuesday,11/15/2016,09:27,MISSION,,24TH ST / FOLSOM ST,-122.41408900070775,37.75250507857576,POINT (-122.41408900070775 37.75250507857576),53,3,2,20,2,4,7,28859,19,,,,3,,,2,,,3,,53
17096647104013,170966471,04013,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,11/28/2017,16:49,SOUTHERN,"ARREST, BOOKED",4TH ST / HOWARD ST,-122.40271259328179,37.783259654397924,POINT (-122.40271259328179 37.783259654397924),32,1,10,34,6,2,9,28853,34,,,,,,4,2,,,,,32
17607383006244,176073830,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,03/18/2017,14:45,MISSION,,2600 Block of MISSION ST,-122.4187382657717,37.75461723820833,POINT (-122.4187382657717 37.75461723820833),53,3,2,20,2,4,7,28859,19,,,,3,,,2,,,3,,53
17095592964070,170955929,64070,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,11/23/2017,22:30,BAYVIEW,,1700 Block of OAKDALE AV,-122.39321150781146,37.73616037997357,POINT (-122.39321150781146 37.73616037997357),87,2,9,1,10,3,8,58,1,,,,,,,2,,,,,87
17627759306244,176277593,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,10/17/2017,16:30,SOUTHERN,,0 Block of MCCOPPIN ST,-122.42215994207153,37.7715620025444,POINT (-122.42215994207153 37.7715620025444),32,1,10,20,8,2,9,28853,19,,,,,,,2,,,,,32
16058312626080,160583126,26080,OTHER OFFENSES,CONSPIRACY,Tuesday,07/19/2016,18:25,CENTRAL,"ARREST, BOOKED",0 Block of BAY ST,-122.40642963346117,37.80656886145246,POINT (-122.40642963346117 37.80656886145246),99,6,3,23,3,1,10,308,23,,,,,,,2,,,,,99
16005115115161,160051151,15161,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Monday,01/18/2016,23:06,INGLESIDE,"ARREST, BOOKED",0 Block of VIRGINIA AV,-122.42096744056362,37.74285173744492,POINT (-122.42096744056362 37.74285173744492),83,9,2,2,2,7,7,28859,2,,,,,,,1,,,,,83
16047138372000,160471383,72000,NON-CRIMINAL,FOUND PROPERTY,Friday,06/10/2016,00:20,MISSION,,600 Block of VALENCIA ST,-122.42174765046308,37.762743660114744,POINT (-122.42174765046308 37.762743660114744),37,3,5,20,8,4,5,28859,19,,,,3,,,1,,,3,,37
18601453906244,186014539,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,01/17/2018,15:30,RICHMOND,,2200 Block of POST ST,-122.43885717124,37.784368531975595,POINT (-122.43885717124 37.784368531975595),103,4,11,15,15,6,11,29490,13,,,,,,,2,,,,,103
16085891304134,160858913,04134,ASSAULT,BATTERY,Friday,10/21/2016,17:05,CENTRAL,,STOCKTON ST / WASHINGTON ST,-122.4080831553688,37.79494058802835,POINT (-122.4080831553688 37.79494058802835),104,6,3,6,3,1,10,28857,4,5,,5,,5,,2,,,,,104
16627672106244,166276721,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,11/25/2016,18:10,NORTHERN,,1100 Block of FILLMORE ST,-122.43211623369466,37.780030435115584,POINT (-122.43211623369466 37.780030435115584),97,4,11,39,15,9,11,29490,41,,,,,,,2,,,,,97
16082561127195,160825611,27195,TRESPASS,TRESPASSING,Monday,10/10/2016,12:11,MISSION,,3300 Block of 16TH ST,-122.42696582447593,37.76455528633659,POINT (-122.42696582447593 37.76455528633659),37,3,5,5,8,4,5,28862,3,,,,,,,1,,,5,,37
17033649806363,170336498,06363,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,04/24/2017,15:40,TENDERLOIN,"ARREST, BOOKED",100 Block of OFARRELL ST,-122.4072440870319,37.78656476076854,POINT (-122.4072440870319 37.78656476076854),19,6,3,8,5,10,10,28852,6,10,,12,,12,5,2,,,,,19
16088342103074,160883421,03074,ROBBERY,"ROBBERY, BODILY FORCE",Sunday,10/30/2016,06:00,SOUTHERN,,800 Block of BRYANT ST,-122.40340479147905,37.775420706711,POINT (-122.40340479147905 37.775420706711),32,1,10,34,14,2,9,28853,34,,,,,,,2,,,,,32
17633445028150,176334450,28150,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,12/23/2017,15:00,CENTRAL,,200 Block of CLAY ST,-122.39857305195487,37.795292397516384,POINT (-122.39857305195487 37.795292397516384),108,6,3,8,3,1,10,28860,6,,,,,,,1,,,,,108
16006444907021,160064449,07021,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,01/23/2016,03:30,CENTRAL,,700 Block of BATTERY ST,-122.40089070115646,37.79813471915111,POINT (-122.40089070115646 37.79813471915111),77,6,3,8,3,1,10,28860,6,,,,,,,1,,,,,77
17051375906243,170513759,06243,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,06/23/2017,21:00,NORTHERN,,0 Block of MOULTON ST,-122.43350819005106,37.7997870463576,POINT (-122.43350819005106 37.7997870463576),15,4,6,13,13,9,1,57,17,,,,,,,1,,,,,15
17606565506244,176065655,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,03/10/2017,18:00,NORTHERN,,GOUGH ST / LOMBARD ST,-122.42782672956416,37.800885155597456,POINT (-122.42782672956416 37.800885155597456),15,4,6,13,13,9,1,57,17,,,,,,,1,,,,,15
18011138719057,180111387,19057,ASSAULT,THREATS AGAINST LIFE,Saturday,02/10/2018,18:00,MISSION,,4000 Block of 20TH ST,-122.43174733124845,37.757810012055295,POINT (-122.43174733124845 37.757810012055295),52,3,5,5,2,4,5,28862,3,,,,,,,1,,,5,,52
17104958506304,171049585,06304,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,10/30/2017,12:00,TARAVAL,,1600 Block of 19TH AV,-122.47675716298576,37.75701549838002,POINT (-122.47675716298576 37.75701549838002),39,10,7,35,1,8,3,56,35,,,,,,,1,,,,,39
18023965028150,180239650,28150,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,03/31/2018,14:30,TARAVAL,,0 Block of THOMASMORE WY,-122.47293744666878,37.712252275226234,POINT (-122.47293744666878 37.712252275226234),43,10,8,16,1,8,4,64,14,,,,,,,2,,,,,43
16005776768020,160057767,68020,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,01/20/2016,23:31,SOUTHERN,,1300 Block of MARKET ST,-122.41699108964418,37.777074192256045,POINT (-122.41699108964418 37.777074192256045),21,5,10,36,7,2,9,28852,36,,1,,1,,8,2,1,1,1,35,21
17000295616662,170002956,16662,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Monday,01/02/2017,04:27,TARAVAL,"ARREST, BOOKED",1800 Block of 28TH AV,-122.48598280009072,37.75286828143546,POINT (-122.48598280009072 37.75286828143546),39,10,7,35,1,8,3,56,35,,,25,,,,1,,,,,39
17076475828150,170764758,28150,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,09/19/2017,01:28,MISSION,,400 Block of CASTRO ST,-122.43501209378907,37.76176771829544,POINT (-122.43501209378907 37.76176771829544),38,3,5,5,15,4,5,28862,3,1,,1,5,1,9,1,,,5,,38
17026011004138,170260110,04138,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Thursday,03/30/2017,11:24,PARK,"ARREST, BOOKED",200 Block of GRAYSTONE TR,-122.44436529731962,37.757072327506215,POINT (-122.44436529731962 37.757072327506215),47,7,5,5,2,5,5,28862,3,,,,,,,1,,,,,47
17632544306244,176325443,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/12/2017,20:30,NORTHERN,,FULTON ST / LARKIN ST,-122.41676999970365,37.77958457766739,POINT (-122.41676999970365 37.77958457766739),21,5,10,36,7,9,9,28852,36,,1,,1,,8,2,1,1,1,39,21
18016735204033,180167352,04033,ASSAULT,ASSAULT WITH CAUSTIC CHEMICALS,Saturday,03/03/2018,21:00,TARAVAL,"ARREST, BOOKED",0 Block of ALLSTON WY,-122.4621784694143,37.7414217856514,POINT (-122.4621784694143 37.7414217856514),49,10,8,41,1,8,4,59,40,,,,,,,1,,,,,49
16620815071000,166208150,71000,NON-CRIMINAL,LOST PROPERTY,Sunday,09/04/2016,12:00,MISSION,,DOLORES ST / 18TH ST,-122.42607958054526,37.761426775747246,POINT (-122.42607958054526 37.761426775747246),37,3,5,5,8,4,5,28862,3,,,,,,,1,,,5,,37
16000195264020,160001952,64020,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,01/01/2016,13:30,CENTRAL,,100 Block of BAY ST,-122.40988822737702,37.80602553399556,POINT (-122.40988822737702 37.80602553399556),99,6,3,23,3,1,10,308,23,,,,,,,2,,,,,99
17024987906243,170249879,06243,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,03/27/2017,06:00,INGLESIDE,,5200 Block of DIAMONDHEIGHTS BL,-122.4390659449591,37.744277476687685,POINT (-122.4390659449591 37.744277476687685),57,9,5,10,2,7,5,63,7,,,,,,,1,,,,,57
17074630864070,170746308,64070,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,09/11/2017,19:00,BAYVIEW,,1200 Block of OAKDALE AV,-122.38307233133702,37.73055287869608,POINT (-122.38307233133702 37.73055287869608),86,2,9,1,10,3,8,58,1,,,,,,,2,,,,,86
16057338707021,160573387,07021,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,07/15/2016,23:30,MISSION,,19TH ST / OAKWOOD ST,-122.4248633919369,37.75989188376125,POINT (-122.4248633919369 37.75989188376125),37,3,5,20,2,4,5,28859,19,,,,,,,1,,,,,37
17001790563010,170017905,63010,WARRANTS,WARRANT ARREST,Saturday,01/07/2017,12:34,SOUTHERN,"ARREST, BOOKED",100 Block of 6TH ST,-122.40836857934458,37.78077842537316,POINT (-122.40836857934458 37.78077842537316),32,1,10,34,14,2,9,28853,34,24,1,6,1,6,7,2,1,1,1,,32
16087489028135,160874890,28135,OTHER OFFENSES,HARASSING PHONE CALLS,Monday,08/15/2016,08:00,MISSION,,1200 Block of NOE ST,-122.43174723000001,37.74942480058417,POINT (-122.43174723000001 37.74942480058417),84,3,5,22,2,4,5,28862,22,,,,,,,1,,,,,84
16067169609340,160671696,09340,FRAUD,FRAUDULENT CREDIT APPLICATION,Tuesday,07/05/2016,00:01,TARAVAL,,200 Block of SANTACLARA AV,-122.46638285717698,37.73580499160453,POINT (-122.46638285717698 37.73580499160453),116,10,8,41,1,8,4,59,40,,,,,,,1,,,,,116
17001947827195,170019478,27195,TRESPASS,TRESPASSING,Saturday,01/07/2017,23:10,NORTHERN,"ARREST, BOOKED",500 Block of VANNESS AV,-122.42013210842977,37.78034303653807,POINT (-122.42013210842977 37.78034303653807),21,4,10,36,7,9,9,28852,36,,1,,1,,8,2,1,1,1,,21
17632102106244,176321021,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,12/08/2017,23:00,RICHMOND,,6300 Block of GEARY BL,-122.48742925628946,37.78008941264409,POINT (-122.48742925628946 37.78008941264409),8,8,4,29,11,6,2,55,26,,,,,,,2,,,,,8
16601705806244,166017058,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,01/18/2016,20:00,NORTHERN,,1300 Block of EDDY ST,-122.42985102459475,37.78179879560598,POINT (-122.42985102459475 37.78179879560598),97,4,11,39,7,9,11,29490,41,,,,,,,2,,,,,97
17047724607021,170477246,07021,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,06/10/2017,11:00,NORTHERN,,1400 Block of FRANKLIN ST,-122.42347768961365,37.78805118703993,POINT (-122.42347768961365 37.78805118703993),100,4,6,39,13,9,1,28858,41,,,,,,,1,,,,,100
17614201571000,176142015,71000,NON-CRIMINAL,LOST PROPERTY,Thursday,06/01/2017,21:05,PARK,,700 Block of DIVISADERO ST,-122.43796408553825,37.77641554895039,POINT (-122.43796408553825 37.77641554895039),23,4,11,9,15,5,11,29492,10,,,,,,,1,,,,,23
16011023062050,160110230,62050,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,02/06/2016,17:45,NORTHERN,"ARREST, BOOKED",POLK ST / GROVE ST,-122.41822989972113,37.7784895366813,POINT (-122.41822989972113 37.7784895366813),21,4,10,36,7,9,9,28852,36,,1,,1,,8,2,1,1,1,,21
16057094174000,160570941,74000,MISSING PERSON,MISSING ADULT,Saturday,07/09/2016,10:00,INGLESIDE,,500 Block of VIENNA ST,-122.4309503524848,37.719653836098146,POINT (-122.4309503524848 37.719653836098146),90,9,1,7,9,7,6,28861,5,,,,,,,2,,,,,90
17034243906362,170342439,06362,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,04/26/2017,14:51,CENTRAL,,300 Block of POST ST,-122.40761288538702,37.78844860197047,POINT (-122.40761288538702 37.78844860197047),19,6,3,8,5,1,10,28852,6,10,,12,,12,5,2,,,,,19
17048306174000,170483061,74000,MISSING PERSON,MISSING ADULT,Sunday,06/11/2017,16:00,INGLESIDE,,100 Block of HIGHLAND AV,-122.42206718493681,37.73736236052131,POINT (-122.42206718493681 37.73736236052131),61,9,2,2,2,7,7,28859,2,,,,,,,1,,,,,61
16038666306243,160386663,06243,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,05/11/2016,19:20,MISSION,,200 Block of ALABAMA ST,-122.41249855057997,37.76708630777129,POINT (-122.41249855057997 37.76708630777129),53,3,2,20,8,4,7,28853,19,,,,3,,,2,,,3,,53
16090663116710,160906631,16710,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,11/07/2016,08:37,NORTHERN,"ARREST, BOOKED",GROVE ST / STEINER ST,-122.43302991544815,37.77655019540513,POINT (-122.43302991544815 37.77655019540513),23,4,11,9,15,9,11,29492,10,,,,,,,1,,,,,23
17097315371010,170973153,71010,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Wednesday,11/15/2017,20:00,RICHMOND,,3000 Block of SACRAMENTO ST,-122.44312339587893,37.788619227118225,POINT (-122.44312339587893 37.788619227118225),102,8,6,30,13,6,1,29490,27,,,,,,,1,,,,,102
17606648728150,176066487,28150,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,03/09/2017,10:30,MISSION,,4200 Block of 22ND ST,-122.44039782737148,37.75418804943616,POINT (-122.44039782737148 37.75418804943616),115,3,5,22,2,4,5,28862,22,,,,,,,1,,,,,115
17073628019057,170736280,19057,ASSAULT,THREATS AGAINST LIFE,Saturday,09/09/2017,07:30,INGLESIDE,"ARREST, BOOKED",0 Block of NIAGARA AV,-122.44262705431863,37.716246242905875,POINT (-122.44262705431863 37.716246242905875),80,9,1,28,9,7,6,28861,25,,,,,,,2,,,,,80
17016925519057,170169255,19057,ASSAULT,THREATS AGAINST LIFE,Tuesday,02/28/2017,15:50,MISSION,,2300 Block of 16TH ST,-122.40952991327822,37.76571843952822,POINT (-122.40952991327822 37.76571843952822),53,3,9,20,8,4,8,28853,19,,,,3,,,2,,,3,,53
18014591606302,180145916,06302,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,02/23/2018,20:40,SOUTHERN,,800 Block of MARKET ST,-122.4076335207421,37.78418935014246,POINT (-122.4076335207421 37.78418935014246),32,5,10,34,12,2,9,28853,34,17,1,18,,18,5,2,,,,35,32
16612256606244,166122566,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,05/27/2016,23:00,NORTHERN,,100 Block of FRANKLIN ST,-122.4211691414932,37.77591816361135,POINT (-122.4211691414932 37.77591816361135),21,4,11,9,7,9,11,28852,10,,1,,1,,8,1,,,1,,21
17007072105071,170070721,05071,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Thursday,01/26/2017,05:05,NORTHERN,,500 Block of HAIGHT ST,-122.43126806698479,37.77194650664574,POINT (-122.43126806698479 37.77194650664574),26,4,11,9,15,9,11,29492,10,,,,,,,1,,,,,26
17095529227170,170955292,27170,OTHER OFFENSES,RESISTING ARREST,Friday,11/24/2017,16:09,BAYVIEW,"ARREST, BOOKED",1400 Block of THOMAS AV,-122.38854283127222,37.72878928885484,POINT (-122.38854283127222 37.72878928885484),86,2,9,1,10,3,8,58,1,,,,,,,2,,,,,86
16023597961030,160235979,61030,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Monday,03/21/2016,14:10,SOUTHERN,,100 Block of LANGTON ST,-122.40738897308732,37.7756106325157,POINT (-122.40738897308732 37.7756106325157),32,1,10,34,8,2,9,28853,34,24,,6,,6,,2,,,,,32
17057404606222,170574046,06222,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Saturday,07/15/2017,05:30,CENTRAL,,0 Block of BROADWAY ST,-122.39811459889553,37.798931272054965,POINT (-122.39811459889553 37.798931272054965),77,6,3,8,3,1,10,28860,6,,,,,,,1,,,,,77
16006128528160,160061285,28160,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,01/22/2016,02:20,TENDERLOIN,,ELLIS ST / JONES ST,-122.41278409650201,37.7848656939526,POINT (-122.41278409650201 37.7848656939526),20,5,10,36,7,10,9,28852,36,17,,18,,18,6,2,1,1,,,20
17618063928150,176180639,28150,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,07/08/2017,16:30,INGLESIDE,,300 Block of HEARST AV,-122.44545742072654,37.73064873019862,POINT (-122.44545742072654 37.73064873019862),95,9,8,41,9,7,4,28861,40,,,,,,,1,,,,,95
16625593506374,166255935,06374,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,10/19/2016,17:39,SOUTHERN,,300 Block of 2ND ST,-122.3962513959873,37.78525828576994,POINT (-122.3962513959873 37.78525828576994),30,1,10,8,6,2,9,28856,6,,,,,,3,1,,,,,30
16089451905081,160894519,05081,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Thursday,11/03/2016,02:59,INGLESIDE,,100 Block of KINGSTON ST,-122.42183616753287,37.74148389827886,POINT (-122.42183616753287 37.74148389827886),83,9,2,2,2,7,7,28859,2,,,,,,,1,,,,,83
16626126106374,166261261,06374,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,11/03/2016,22:00,SOUTHERN,,100 Block of VALENCIA ST,-122.42237502685688,37.77071889658076,POINT (-122.42237502685688 37.77071889658076),32,1,10,20,8,2,9,28853,19,,,,,,,2,,,,,32
17090633627175,170906336,27175,OTHER OFFENSES,EVADING A POLICE OFFICER RECKLESSLY,Monday,11/06/2017,13:47,BAYVIEW,"ARREST, BOOKED",MISSOURI ST / SIERRA ST,-122.39609106358489,37.758295337844345,POINT (-122.39609106358489 37.758295337844345),54,2,9,26,10,3,8,28856,29,,,,,,,2,,,,,54
17603890306244,176038903,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,02/01/2017,16:30,NORTHERN,,GEARY BL / BUCHANAN ST,-122.42964066920682,37.784764070719845,POINT (-122.42964066920682 37.784764070719845),101,4,11,39,13,9,11,29490,41,8,,9,,9,,2,,,,,101
16039173113075,160391731,13075,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Friday,05/13/2016,12:00,SOUTHERN,"ARREST, BOOKED",0 Block of NEWMONTGOMERY ST,-122.40181724014391,37.788440503956,POINT (-122.40181724014391 37.788440503956),32,6,10,8,12,2,9,28855,6,,,,,,4,1,,,,,32
17032097465016,170320974,65016,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,04/19/2017,13:26,PARK,"ARREST, BOOKED",2600 Block of GEARY BL,-122.44661297883863,37.782245822391744,POINT (-122.44661297883863 37.782245822391744),13,8,6,18,15,5,1,54,16,,,,,,,1,,,,,13
17034314265016,170343142,65016,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,04/26/2017,19:15,INGLESIDE,"ARREST, BOOKED",MISSION ST / MURRAY ST,-122.42639101852149,37.73367491501041,POINT (-122.42639101852149 37.73367491501041),93,9,2,2,2,7,7,28861,2,,,,,,,1,,,,,93
16051584064020,160515840,64020,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,06/25/2016,18:01,SOUTHERN,,200 Block of 8TH ST,-122.41127194053715,37.776032950124375,POINT (-122.41127194053715 37.776032950124375),32,1,10,34,8,2,9,28853,34,24,1,6,1,6,,2,,,1,,32
